index,flux_ratio,peak_ratio,rmse
0,1.7800659638500935,0.8616391172873983,0.020193062593887447
1,2.001045545936098,0.8011171780511982,0.023398508577945128
2,2.169313342787614,0.6127225036957399,0.0227176719728933
3,2.0034274872734312,0.8761414032668676,0.02497016668314522
4,1.8520532695473555,0.6093181496174732,0.024149259204716125
5,1.8701953317836917,0.7188855850552754,0.0297738125607499
6,1.758291817188438,0.6479595520948794,0.0279691355257127
7,1.879886224294756,0.8090504245237211,0.019803319430906977
8,1.9240941034906323,1.0637690057874836,0.03426905558744116
9,2.1610917060810726,0.8434642175314483,0.024655719769564505
10,2.4661348244319177,0.808951631907208,0.019274152903044916
11,1.7933337959654163,0.5607311048308758,0.03484573512741591
12,2.0858143564324947,0.5774234519834046,0.03386074674445547
13,1.51230294066667,0.5121465746915183,0.03659073753795208
14,1.6541661483631447,0.7355651942662956,0.026489470744181797
15,2.102977277708611,0.8737761409837987,0.021951061240330846
16,2.033555177866997,0.6876173962362652,0.02538162642790002
17,1.826789767058513,0.4844709689308406,0.041353375922275115
18,2.5952372353666284,0.39954625667825955,0.03520203685086521
19,1.9202723486909914,0.9499654997051662,0.019969363275918403
20,2.7253298772651706,0.8649972972038548,0.01771327632366633
21,2.379416769539574,0.3925942515874628,0.02810288605438586
22,2.435489803387732,0.8535121341294116,0.02255607834835443
23,1.7365086408460735,0.7668051078496766,0.024745443909469814
24,2.3832136504386527,1.0391081611003647,0.019031730327332016
25,2.045943001003787,0.353225624225886,0.025686368320328664
26,2.3084844979873798,0.8138082590268311,0.027154286508846784
27,2.8759745976044395,0.762461633284387,0.016278761091941794
28,2.6864629166578426,1.006632138483835,0.018103620743882876
29,2.1588866206628383,0.6498401582322316,0.027608662508237923
30,2.1792517107739795,0.9397479792065648,0.02272488017457756
31,1.7175334781522058,0.796749529938085,0.025889859211208094
32,1.837186264262836,0.8964620616580079,0.03274795663599178
33,2.163914826809912,0.8212085256163028,0.022555094745176543
34,2.083491059426621,0.8560802133864759,0.02240051703121763
35,2.2190037354519023,0.5515307954301614,0.0247500391875342
36,1.661663425760367,0.965560805393305,0.02765473093342001
37,1.6304019147371718,0.9653550502608602,0.03325283245512429
38,2.338862018851819,0.7266554493760864,0.022530772911924752
39,1.8010353592832418,1.0956611358000992,0.021377256652558806
40,2.144176848552991,0.923713403953573,0.020559948054988925
41,2.5865854354182636,1.1241530594502893,0.01891466942292688
42,1.7900975968136528,0.9701987096675131,0.024030612882272127
43,1.5730880117294714,0.7764105304869102,0.023399502080050108
44,1.5782221953582696,0.7996299925834014,0.02457275505894345
45,1.7819898026701249,1.316623612978533,0.02467793004044321
46,2.003595218038921,0.7930885569387471,0.019099988116104742
47,2.797981239389686,1.4942918130724043,0.014613006386464225
48,1.6894608180148802,0.8708435468799222,0.023233075750807967
49,1.7517384120281474,0.7265847201375871,0.030996745679738813
50,1.5637723204828284,1.0309238054408159,0.027846923598598427
51,2.0054220358614034,0.9800096625100836,0.026032969575326276
52,1.6537392197166434,0.8154787015931215,0.028139508627673608
53,1.8244447073613723,0.7908582297247385,0.032053164320808916
54,1.5240069358827277,0.6197639544260624,0.03421170573207023
55,2.074981447962414,1.1157191697834845,0.01874536790114409
56,2.0369665192353734,0.8485336648737317,0.024250609862191297
57,2.1619068616891095,0.874751403502418,0.025031921821801285
58,1.4765236941453512,0.5353777818657307,0.04902460465265636
59,2.0303260787721107,0.46841333837287813,0.02987386381985222
60,1.8168135348546839,0.7941754017689693,0.022920346806014086
61,2.6764700331607276,0.7964479331595355,0.01809481556964772
62,2.444584569579167,0.9887709550981877,0.023074694939817196
63,2.5584040527165692,0.9610658332263059,0.019414039870135093
