index,flux_ratio,peak_ratio,rmse
0,0.5715594582624443,0.829203160687646,0.0207751835764484
1,0.5941450597529869,0.7939492381988713,0.023445164442122447
2,0.6804323421724362,0.6874229723138597,0.022347823379204892
3,0.6469527515114288,0.87727708144279,0.024703597948593177
4,0.6020298276115085,0.6243436463076318,0.024487855393972382
5,0.6695590504375348,0.826691057640598,0.02929625886693345
6,0.5766058792015695,0.6677537824518491,0.028053737001210142
7,0.5969931648077504,0.7115174122763765,0.02029458750910378
8,0.5721103231329131,0.9289885594659869,0.034771863922733307
9,0.6452137975145863,0.802667958311822,0.024621335679445255
10,0.5238630410944219,0.8349011128262027,0.019891326048123874
11,0.6225266273291737,0.5004496620942567,0.03701506129684304
12,0.6114041091754888,0.5494688432492728,0.034803892982213244
13,0.6356958645530267,0.5422884500321481,0.03700111174399003
14,0.6418525135371367,0.6681033441034782,0.026061858842260085
15,0.6296833582797637,0.8057982648502174,0.02081449200994926
16,0.5985119034373513,0.8076619575475763,0.02604243725001809
17,0.7040512081072925,0.5652132894099604,0.037811246795171616
18,0.5796742858500143,0.3767301453515056,0.03315004139901518
19,0.5593646964828294,0.9136794977620699,0.020637832544733302
20,0.526970318068995,0.8664432356663689,0.01732801922342681
21,0.571975044231836,0.4176459664393437,0.02767782047740302
22,0.600115013518837,0.7839602579272428,0.021807073548743
23,0.5562503214015869,0.7017936266914934,0.02548841087107374
24,0.6219105471447224,1.042286577823671,0.01931625210189289
25,0.6277445039111955,0.3825089392338842,0.028288278854422123
26,0.600153529811985,0.7434480698128172,0.02669889018037409
27,0.4890725113680984,0.8249270921591959,0.01712865088792206
28,0.622150009843353,0.8872864269290008,0.01758228026812884
29,0.6358681640873959,0.6166773902475472,0.027743491018770206
30,0.5929538596800312,0.835404054703615,0.021838976134375652
31,0.6399221259340334,0.7670812178071809,0.02638702904797512
32,0.7163643329895134,0.8653072901244853,0.03249949892626525
33,0.6316922103063743,0.7140619924257849,0.02427895203943329
34,0.5411488183870432,0.8793816319388669,0.022459101256832818
35,0.5729855408813281,0.5278216377406246,0.02522881687105427
36,0.5750906175743323,0.9824828037472768,0.02879759746522441
37,0.6175954925488737,0.9088397319926048,0.03275425037088148
38,0.620834721860173,0.7347045138232442,0.02308753991874968
39,0.5436100935855839,1.0936144846172777,0.023199449524466162
40,0.5433021987169623,0.9597580212675053,0.02090874070236707
41,0.5725722891890673,1.0127423110826077,0.018761317261863357
42,0.5937474248653462,0.9926152555607639,0.024890351984036135
43,0.5747571297357282,0.7141252862440187,0.02508084098959758
44,0.6447379226947062,0.7165174193089417,0.026107810192497114
45,0.6660349797970239,1.1555409242240073,0.024589192631594495
46,0.638116624848296,0.7836971629201498,0.019792777798108344
47,0.4581954982891512,1.4471082576242609,0.015642555710891116
48,0.6458114485543027,0.886994014496482,0.02428215171015081
49,0.6330999796585576,0.6140785109534764,0.03136270695260148
50,0.5889721415554469,1.0420905099221944,0.028755159500097115
51,0.6041133036238031,0.9579804786053792,0.026550696046118764
52,0.643501972980601,0.8416416402966934,0.028617472282157264
53,0.6870313978532158,0.8336181936466838,0.032376746172133944
54,0.6704220527996284,0.758541778500013,0.03310911585110626
55,0.6042189066445153,0.965722846604157,0.018547299509661056
56,0.6553111292740261,0.8014023344955599,0.023755501767448565
57,0.5917118974648325,0.8143320256542648,0.025919380566137577
58,0.6770063360100812,0.5427073073768102,0.0493506845987004
59,0.5722176770297599,0.47244318995595885,0.030027179780571116
60,0.6389828808857709,0.7365232589409807,0.022979794151386512
61,0.6404463704425838,0.7655194308459662,0.01842567913040451
62,0.5430848116224364,1.0166820866603345,0.02403247324284108
63,0.5364434785874803,0.959716454681933,0.019493823607596897
