index,flux_ratio,peak_ratio,rmse
0,1.982138876890544,0.8819000903351253,0.02057002246247426
1,2.5978775510650283,0.7820390150598482,0.022638317693765897
2,2.206900421411368,0.568516781346336,0.022112756664047235
3,1.9084881142410581,0.8547682268989966,0.023876560717626744
4,1.8397627159004617,0.6152675961436669,0.02383729354970733
5,2.0360715975658072,0.8882176649160938,0.0301203818107832
6,1.9282697995063485,0.6242025120858216,0.02825292561369943
7,2.3429075584615373,0.6748173731359484,0.02080312278566744
8,2.325654312261322,0.8138038387508175,0.032839145093820604
9,2.5662543056464693,0.659154657484097,0.024174325717717
10,2.5600510918415345,0.7233594387543139,0.019525490552301784
11,1.7657556258665246,0.7593106259120277,0.035762736172199355
12,1.9197812286773694,0.5542080159998857,0.033111926815873216
13,1.6408576674200879,0.4172259621637329,0.039165483630864764
14,2.3091975912748013,0.747739333606866,0.024266540425231957
15,2.0775034222976805,0.8449537980665226,0.02172395183082276
16,1.9790603213285158,0.4604107400912429,0.026567072788383068
17,1.7922682455124888,0.4161245249237122,0.04399324259713831
18,2.642852903581333,0.40540991572574026,0.03462760811003201
19,2.1747828649639254,1.0192314017139714,0.020899645577723468
20,2.607066632501741,0.8544437038962073,0.016986957178337952
21,2.870634247904227,0.5077530634329855,0.024596278336569983
22,2.0995469676621257,0.7471474389923234,0.021177012956662234
23,1.8383879469800453,0.744609154102125,0.02530134668389437
24,2.5300724740143545,1.116613290550214,0.019003901718473302
25,2.123840757416955,0.3670651175560749,0.024724424336718624
26,2.150631957124139,0.8112907250108421,0.02770558872717855
27,2.5227673486426383,0.7444173152293332,0.016507593490174634
28,2.9597038053728353,0.7936518649807832,0.017835677502264558
29,2.1273202576893033,0.7367056833578757,0.02773579454887447
30,1.9796807409822832,0.9950618933303553,0.021707940249071054
31,1.8042040496256564,0.8579638564827945,0.02634273586543246
32,1.5261958309104189,0.8953468995284566,0.03122376426016738
33,2.016852529226976,0.8369306942694767,0.022147387990731474
34,1.9291051929608836,0.8942947310838874,0.021759411637788783
35,2.394934044367993,0.5842350832146611,0.023911653794480483
36,1.8624331274664556,0.906821026059202,0.02609164663366724
37,1.5329506787727336,0.743939787884468,0.030322941015731294
38,2.3892211047982386,0.6676134573483968,0.02101130909385905
39,2.449572433409878,0.9947567522520765,0.021535211565571494
40,2.3335133945229964,1.0247873576303426,0.021197203302873516
41,2.5438038757139205,1.1351994904543121,0.018696963867255542
42,1.6306175664419682,1.1152741549014322,0.024076459745006447
43,1.658205953258049,0.768896008084348,0.02327093607234844
44,1.779078259536521,0.6413381625495976,0.025026438877502447
45,1.7214745895719943,1.022678023371713,0.0248925241322914
46,2.13951085875512,0.7302250533402005,0.018778217373350392
47,2.505824049128173,1.5174179257528748,0.014620206031102121
48,1.7335872171999995,0.8104911593301602,0.02318311912777295
49,1.8302706064392473,0.6450953576097598,0.03143817760510632
50,1.7042546590835725,0.8858889411395877,0.024305641862716696
51,2.0051275728466216,1.1426398125165438,0.026258681503785627
52,1.6034477850031097,0.7544354250832044,0.027552280448686527
53,1.9124603395202486,0.5344447047672968,0.03053517778216615
54,1.5164108080652716,0.7761962374975411,0.03417737292210181
55,2.7210849725976174,1.0324300536515298,0.019067698494366552
56,1.7961450812056343,0.8232783998845947,0.023784792143884827
57,2.131550018462945,0.8274339836991371,0.025594572739287415
58,1.5518675670742514,0.5828875155386306,0.049526183648011445
59,2.197697931333696,0.39743427312478274,0.02889271309724368
60,1.6625587239963033,0.7569861001394145,0.021880933446215355
61,2.83541375472904,0.7617412544914759,0.018504746876847552
62,2.1169818535664215,0.7971182881635009,0.021903657993321012
63,3.042650969549069,0.978398660832612,0.019318771955101576
